uuid;title;price;image;coordinates;guests;bedrooms;beds;bathrooms;description
a8ad317a-fe17-484b-833f-0065d837978b;Apartment Cozy Cute;49;IMG-a8ad317a-fe17-484b-833f-0065d837978b.jpg;53.92725246,27.60521198;4;3;1;2;Apartment Cozy Cute in Minsk offers accommodation with free WiFi, 1.6 km from Olympic Sports Complex, 5 km from Palace of Republic and 6 km from Dinamo Stadium. This apartment is 7 km from Falcon Club and 8 km from Olympic Tennis Centre. The apartment has 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a microwave and a fridge, a washing machine, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment. Palova Arena is 6 km from the apartment, while Minsk Sports Palace is 6 km from the property. The nearest airport is Minsk National, 44 km from Apartment Cozy Cute, and the property offers a paid airport shuttle service. 
4e54b11d-5249-4db3-88fd-f3664d0269e4;Spa Center Apartments Studiominsk;36;IMG-4e54b11d-5249-4db3-88fd-f3664d0269e4.jpg;53.91297860,27.52622780;3;1;3;2;Situated in Minsk, within 2.2 km of Olympic Tennis Centre and 3.2 km of Palace of Republic, Spa Center Apartments Studiominsk offers accommodation with free WiFi, air conditioning and a spa and wellness centre. Housed in a building dating from 2017, this apartment is 3.2 km from Dinamo Stadium and 3.4 km from Palova Arena. The apartment has 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. Guests at the apartment can enjoy a continental breakfast. At Spa Center Apartments Studiominsk guests are welcome to take advantage of a sauna. Falcon Club is 3.7 km from the accommodation, while Minsk Sports Palace is 3.7 km from the property. The nearest airport is Minsk National, 44 km from Spa Center Apartments Studiominsk, and the property offers a paid airport shuttle service. 
b5989916-041d-4e09-bfe4-35801b671f69;Apartments Roomer 31/3 Karl Marx street 8;65;IMG-b5989916-041d-4e09-bfe4-35801b671f69.jpg;53.89623700,27.55431400;6;3;2;2;Set in Minsk, 300 m from Dinamo Stadium, Apartments Roomer 31/3 Karl Marx street 8 offers accommodation with a casino, free WiFi, a 24-hour front desk, and an ATM. The air-conditioned accommodation is less than 1 km from Palace of Republic. The apartment is fitted with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a fully equipped kitchen, and a balcony with city views. The apartment offers a children's playground. A car rental service is available at Apartments Roomer 31/3 Karl Marx street 8. Palova Arena is 1.6 km from the accommodation, while Minsk Sports Palace is 1.7 km from the property. The nearest airport is Minsk National, 31 km from Apartments Roomer 31/3 Karl Marx street 8, and the property offers a paid airport shuttle service. 
a04b3e23-505d-49f6-976d-0e992e4762d0;Apartment Chaikovsky on Repina 4 LUX;37;IMG-a04b3e23-505d-49f6-976d-0e992e4762d0.jpg;53.91243600,27.52690500;3;1;1;2;Situated in Minsk, within 2.3 km of Olympic Tennis Centre and 3.2 km of Palace of Republic, Apartment Chaikovsky on Repina 4 LUX offers accommodation with free WiFi, air conditioning, a shared lounge and a casino. The property is 3.7 km from Minsk Sports Palace and 3.7 km from Falcon Club. The apartment features 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. A bicycle rental service is available at the apartment. Dinamo Stadium is 3.3 km from Apartment Chaikovsky on Repina 4, while Palova Arena is 3.4 km from the property. The nearest airport is Minsk National, 45 km from the accommodation, and the property offers a paid airport shuttle service. 
c4990063-72bd-4dde-91f2-11dea624a3a2;Apartment Khoruzhey 19;59;IMG-c4990063-72bd-4dde-91f2-11dea624a3a2.jpg;53.92042501,27.57045619;2;1;1;2;Situated in Minsk, 2.2 km from Olympic Tennis Centre and 3.2 km from Palace of Republic, Apartment Khoruzhey 19 offers a casino and air conditioning. This apartment features free private parking, a 24-hour front desk and free WiFi. The apartment has 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. For added convenience, the property can provide towels and bed linen for an extra charge. Hiking can be enjoyed nearby. Dinamo Stadium is 3.2 km from the apartment, while Palova Arena is 3.4 km from the property. The nearest airport is Minsk National, 45 km from Apartment Khoruzhey 19, and the property offers a paid airport shuttle service. 
f23b3461-d797-4057-98cb-787dd444e585;LightHouse Apart Рубенс;58;IMG-f23b3461-d797-4057-98cb-787dd444e585.jpg;53.93151485,27.65150659;3;1;3;1;Featuring river views, LightHouse Apart Рубенс provides accommodation around 3.7 km from Olympic Sports Complex. It is located 5 km from Uruchie Sports Palace and offers free WiFi plus an ATM. The apartment features 2 bedrooms, a flat-screen TV with satellite channels, a balcony, and a kitchen equipped with a dishwasher, kettle, microwave, and a washing machine. The bathroom has a shower. Shooting Centre Sporting Club is 7 km from LightHouse Apart Рубенс, while Shooting Centre is 7 km away. The nearest airport is Minsk National Airport, 36 km from the accommodation. 
bd779e9b-bd12-4a85-805d-8ef1b7b2aeec;Studiominsk Apartments;61;IMG-bd779e9b-bd12-4a85-805d-8ef1b7b2aeec.jpg;53.91117979,27.57888347;2;2;1;1;Located throughout the city centre of Minsk, between a 5 to 10-minute walk to Ploshcha Pyeramohi Metro Station, Studiominsk Apartments features modern, self-catering accommodations with free Wi-Fi. The bright apartments offer a fully equipped kitchen, a dining area, a TV, a washing machine, a sofa, and a bathroom with a bath or shower. Victory Square is between a 5 to 10-minute walk, as is the Belarusian State Circus. Casino Club XO can be reached within a 10-minute walk. A number of restaurants, cafés, bars, and shops can be found within a 5-minute walk. Minsk Train Station is 3 km away, and Minsk International Airport is 6 km from the apartments. 
87674949-8cf2-4baf-8d73-a248758cc8de;Simple Apartment;61;IMG-87674949-8cf2-4baf-8d73-a248758cc8de.jpg;53.89751784,27.55232730;6;1;2;2;Featuring garden views, a shared lounge and free WiFi, Simple Apartment features accommodation attractively set in Minsk, within a short distance of Dinamo Stadium, Palace of Republic and Palova Arena. The air-conditioned units feature a living room with a flat-screen TV, a kitchen with a microwave and a fridge, a washing machine, a safety deposit box, and a private bathroom with bathrobes and slippers. There is a seating and a dining area in all units. Guests at the apartment can enjoy an American breakfast. A car rental service is available at Simple Apartment. Minsk Sports Palace is 1.5 km from the accommodation, while Olympic Tennis Centre is 3.7 km from the property. The nearest airport is Minsk National, 31 km from Simple Apartment, and the property offers a paid airport shuttle service. 
5efbac4b-03d2-4e31-a652-6819ea0808a5;Apartment on Repina 4 LUX 16th floor;38;IMG-5efbac4b-03d2-4e31-a652-6819ea0808a5.jpg;53.91243600,27.52690500;6;1;4;1;Set in Minsk, 2.3 km from Olympic Tennis Centre, Apartment on Repina 4 LUX 16th floor offers accommodation with a casino, free WiFi, room service, and a tour desk. With city views, this accommodation provides a balcony. The apartment has 1 bedroom, a flat-screen TV with satellite channels, an equipped kitchen with a microwave and a fridge, a washing machine, and 1 bathroom with a bidet. The apartment offers a children's playground. If you would like to discover the area, fishing is possible in the surroundings and Apartament on Repina 4 LUX can arrange a bicycle rental service. Palace of Republic is 3.2 km from the accommodation, while Dinamo Stadium is 3.3 km from the property. The nearest airport is Minsk National, 44 km from Apartament on Repina 4 LUX, and the property offers a paid airport shuttle service. 
67e9a3c6-d73d-410c-b0c4-49ea57d3c07a;HOME APART Dom;26;IMG-67e9a3c6-d73d-410c-b0c4-49ea57d3c07a.jpg;53.94055500,27.61173200;2;3;4;2;HOME APART Dom is situated in Minsk, 3.7 km from Olympic Sports Complex and 7 km from Palace of Republic, in an area where hiking can be enjoyed. This holiday home features a garden, barbecue facilities, free WiFi and free private parking. The holiday home has 5 bedrooms, a flat-screen TV with satellite channels, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 2 bathrooms with a bidet. Towels and bed linen are available. A terrace is available for guests at the holiday home to use. Uruchie Sports Palace is 7 km from HOME APART Dom, while Dinamo Stadium is 8 km from the property. The nearest airport is Minsk National, 39 km from the accommodation, and the property offers a paid airport shuttle service. 
1f1bac45-086b-4778-bd06-3504dde5de01;Гостиница Газпром трансгаз Беларусь;63;IMG-1f1bac45-086b-4778-bd06-3504dde5de01.jpg;53.92519137,27.66050577;6;1;2;2;Situated in Minsk, within 3.4 km of Olympic Sports Complex and 4.2 km of Uruchie Sports Palace, Гостиница Газпром трансгаз Беларусь features accommodation with a bar and free WiFi throughout the property as well as free private parking for guests who drive. The property is set 5 km from Shooting Centre Sporting Club, 5 km from Shooting Centre and 7 km from Palace of Republic. The hotel has family rooms. At the hotel, the rooms are fitted with a wardrobe, a flat-screen TV, a private bathroom, bed linen and towels. All rooms will provide guests with a fridge. Staff at Гостиница Газпром трансгаз Беларусь are always available to provide advice at the reception. Minsk Sports Palace is 7 km from the accommodation, while Palova Arena is 7 km from the property. The nearest airport is Minsk National, 25 km from Гостиница Газпром трансгаз Беларусь, and the property offers a paid airport shuttle service. 
189fd46f-1aad-414b-bbff-5f380e26d5f9;Apartments on Romanovakaya Sloboda 10;66;IMG-189fd46f-1aad-414b-bbff-5f380e26d5f9.jpg;53.90285242,27.54689415;3;1;2;1;Located in Minsk centre, 1.8 km from Palace of Republic and 1.8 km from Dinamo Stadium, Apartments on Romanovakaya Sloboda 10 provides accommodation with free WiFi and a balcony. The units come with parquet floors and feature a fully equipped kitchen with a microwave, a dining area, a flat-screen TV with cable channels, and a private bathroom with shower and a hairdryer. For added convenience, the property can provide towels and bed linen for an extra charge. Palova Arena is 2 km from the apartment, while Minsk Sports Palace is 2.2 km away. The nearest airport is Minsk National Airport, 44 km from Apartments on Romanovakaya Sloboda. 
651c86ba-1c12-431a-8bd6-8d15e0bd5642;Europe Hotel;43;IMG-651c86ba-1c12-431a-8bd6-8d15e0bd5642.jpg;53.90277109,27.55724933;2;1;4;1;Located in the heart of Minsk, Europe Hotel features an indoor pool, fitness centre, hammam and sauna. Free Wi-Fi is available on site. The rooms offer a flat-screen TV with satellite channels and safety deposit box. The bathroom comes with a hairdryer and bathrobes. Guest can dine in the hotel’s restaurant, serving European and Belorussian cuisine, or eat out in the cafes and restaurants nearby. The City Hall is 100 m from the property, and Holy Spirit Cathedral is a 4-minute walk. Palace of Republic is 200 m away. Oktyabrskaya Metro Station is within a 4-minute walk from the hotel. Minsk Train Station is 2 km away, and Minsk National Airport is 44 km from Europe Hotel. 
c1cc6d79-dd85-4610-8ec3-d546ded45395;Уют и комфорт в центре Минска!;38;IMG-c1cc6d79-dd85-4610-8ec3-d546ded45395.jpg;53.91577600,27.58464200;3;2;2;1;Уют и комфорт в центре Минска! is situated in the Sovetsky District district of Minsk, 1.6 km from Olympic Sports Complex, 2.1 km from Palace of Republic and 2.3 km from Minsk Sports Palace. This apartment is 4.3 km from Olympic Tennis Centre and 5 km from Falcon Club. This apartment includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a bath and a washing machine. Palova Arena is 2.4 km from the apartment, while Dinamo Stadium is 2.8 km from the property. The nearest airport is Minsk National Airport, 29 km from Уют и комфорт в центре Минска!. 
04c799d2-19ea-4502-a038-b98fffe9aafe;Апартаменты на Неманской;58;IMG-04c799d2-19ea-4502-a038-b98fffe9aafe.jpg;53.91103100,27.42970200;5;3;1;2;Located in Minsk in the Minsk region, Апартаменты на Неманской features a balcony. It is set 6 km from Minsk-Arena and offers free WiFi plus a 24-hour front desk. The apartment has 2 bedrooms, a flat-screen TV with cable channels, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a bath. Towels and bed linen are offered in this accommodation. Olympic Tennis Centre is 8 km from the apartment, while Falcon Club is 8 km from the property. The nearest airport is Minsk National Airport, 45 km from Апартаменты на Неманской. 
cac17c09-7c78-4628-9967-0de093694b8b;Vip-kvartira Nezavisimosti 19;37;IMG-cac17c09-7c78-4628-9967-0de093694b8b.jpg;53.89982353,27.55668551;6;2;2;2;Vip-kvartira Nezavisimosti 19 offers accommodation in Minsk, 300 m from Belarusian National Arts Museum and 400 m from Yanka Kupala National Academic Theatre. The property features views of the city and is 400 m from Cathedral of Saint Virgin Mary. Free WiFi is available throughout the property. There is a seating area and a kitchen as well as a private bathroom. A flat-screen TV is offered. Palace of Republic is 500 m from Vip-kvartira Nezavisimosti 19, while Holy Spirit Cathedral is 600 m from the property. Minsk-2 Airport is 31 km away. 
26cd5f9c-3f7e-4c46-9651-9a23cf1ad2a7;Apartment Rzhavetskaya, 5;57;IMG-26cd5f9c-3f7e-4c46-9651-9a23cf1ad2a7.jpg;53.93790100,27.48549700;2;1;1;2;In the Tsentralny District district of Minsk, close to Minsk-Arena, Apartment Rzhavetskaya, 5 has free WiFi and a washing machine. Housed in a building dating from 2016, this apartment is 7 km from Palace of Republic and 7 km from Palova Arena. The apartment features 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a fully equipped kitchen, and a balcony with city views. Olympic Tennis Centre is 3.1 km from the apartment, while Falcon Club is 3.7 km from the property. The nearest airport is Minsk National Airport, 54 km from Apartment Rzhavetskaya, 5. 
b2dcb8aa-e215-4ff8-b607-5c5ac83a7598;Centr VIP-kvartira by 7;61;IMG-b2dcb8aa-e215-4ff8-b607-5c5ac83a7598.jpg;53.89281387,27.54955351;3;2;3;2;Featuring free Wi-Fi and a fully equipped kitchen, these apartments are located in Minsk city within a 10-minute walk of Minsk Train Station. Ploshcha Nezavisimosti is 500 m away. Each modern apartment at Centr VIP-kvartira by 7 includes a flat-screen TV and DVD player. The bathrooms are fitted with a hairdryer. Meals can be cooked in the fully equipped kitchen, which comes complete with a stove, microwave and kettle. Restaurants and cafes can be found within a 5-minute walk of the apartments. Ploshcha Lenina Metro Station is 10 minutes’ walk from Centr VIP-kvartira by 7 and Minsk city centre with the Palace of the Republic are 1 metro stop away. It is 40 km from Minsk International Airport. A shuttle service and parking are available. 
5cced8cf-666c-461e-ad5b-edb0fc8ce68a;Уютная квартира в новостройке;35;IMG-5cced8cf-666c-461e-ad5b-edb0fc8ce68a.jpg;53.86572000,27.48379100;4;1;1;2;Set in Minsk, 7 km from Dinamo Stadium, Уютная квартира в новостройке offers accommodation with a restaurant, free WiFi and a concierge service. Housed in a building dating from 2017, this apartment is 8 km from Palace of Republic and 8 km from Palova Arena. The apartment comes with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. For added convenience, the property can provide towels and bed linen for an extra charge. The apartment offers a terrace. A children's playground is available on site and hiking can be enjoyed within close proximity of Уютная квартира в новостройке. Minsk Sports Palace is 9 km from the accommodation, while Falcon Club is 11 km away. The nearest airport is Minsk National Airport, 50 km from Уютная квартира в новостройке. 
b8139949-b42c-4586-b055-88bc398eb280;Belarusian style apartment. Квартира в белорусском стиле.;60;IMG-b8139949-b42c-4586-b055-88bc398eb280.jpg;53.88347800,27.55744200;2;2;3;2;Offering free WiFi and city views, Belarusian style apartment. Квартира в белорусском стиле. Is an accommodation situated in Minsk. The property is 6 km from Palova Arena and 7 km from Minsk Sports Palace. The apartment has 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a microwave and a fridge, a washing machine, and 1 bathroom with a shower. Towels and bed linen are offered in this accommodation. Both a bicycle rental service and a car rental service are available at the apartment, while hiking and cycling can be enjoyed nearby. Dinamo Stadium is 5 km from Belarusian style apartment. Квартира в белорусском стиле., while Palace of Republic is 6 km from the property. The nearest airport is Minsk National Airport, 42 km from the accommodation. 
2673c8d2-5e2e-4a5d-b9d3-a6e36ed97743;Apartment na Maiakovskogo;66;IMG-2673c8d2-5e2e-4a5d-b9d3-a6e36ed97743.jpg;53.88338920,27.56892980;6;1;3;2;Boasting a children's playground and an ATM, Apartment na Maiakovskogo is conveniently located in Leninsky District district of Minsk, 3.4 km from Palace of Republic and 4 km from Palova Arena. It is set 2 km from Dinamo Stadium and offers free WiFi plus a 24-hour front desk. The apartment is fitted with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a fully equipped kitchen, and a balcony with river views. If you would like to discover the area, cycling is possible in the surroundings and the apartment can arrange a bicycle rental service. Minsk Sports Palace is 4.3 km from Apartment na Maiakovskogo, while Olympic Sports Complex is 7 km from the property. The nearest airport is Minsk National Airport, 39 km from the accommodation. 
bd786da5-92f1-4fbd-bc74-589fb14b10f6;IT Time Hotel;45;IMG-bd786da5-92f1-4fbd-bc74-589fb14b10f6.jpg;53.92616385,27.68657148;2;1;2;2;Located in the green area of Minsk, IT Time Hotel offers free parking. The rooms feature a working area and a flat-screen TV with cable channels. Guests can dine in the hotel’s restaurant. There is also a bar and a snack bar on site. Uskhod Metro Station is 3.3 km from the property. Minsk Train Station is 13 km away, and Minsk National Airport is 38 km from IT Time Hotel. 
788765eb-9260-4baf-8f21-c64bb9b51de9;Apartament RUBENS DANA MALL;36;IMG-788765eb-9260-4baf-8f21-c64bb9b51de9.jpg;53.93151313,27.65163126;3;2;3;2;Set in Minsk, 3.1 km from Olympic Sports Complex and 4.3 km from Uruchie Sports Palace, Apartament RUBENS DANA MALL offers free WiFi, a garden and air conditioning. The property has lake and city views, and is 5 km from Shooting Centre Sporting Club. The apartment features 1 bedroom, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are featured in the apartment. Shooting Centre is 5 km from the apartment, while Palace of Republic is 7 km away. The nearest airport is Minsk National Airport, 25 km from Apartament RUBENS DANA MALL. 
578bc62a-d980-4553-b7f5-995593ff5c0d;Minsk Premium Apartments 7;54;IMG-578bc62a-d980-4553-b7f5-995593ff5c0d.jpg;53.86829747,27.55129379;4;1;1;2;Located in Minsk, 3 km from Dinamo Stadium and 3.9 km from Palace of Republic, Minsk Premium Apartments 7 provides accommodation with free WiFi. Each unit is equipped with a fully equipped kitchen with a microwave, a seating area, a flat-screen TV, a washing machine, and a private bathroom with bath or shower and a hairdryer. A fridge, an oven and stovetop are also provided, as well as a kettle. A children's playground is available on site and hiking can be enjoyed within close proximity of the apartment. Palova Arena is 5 km from Minsk Premium Apartments 7, while Minsk Sports Palace is 5 km away. The nearest airport is Minsk National, 31 km from the accommodation, and the property offers a paid airport shuttle service. 
8dce5491-dbfb-4879-940b-0529cf8a9994;Апартаменты в престижном районе Лебяжий;31;IMG-8dce5491-dbfb-4879-940b-0529cf8a9994.jpg;53.93620200,27.46228500;4;3;3;2;Featuring city views, Апартаменты в престижном районе Лебяжий offers accommodation with a balcony and a kettle, around 2.5 km from Minsk-Arena. This apartment provides free private parking, a 24-hour front desk and free WiFi. The apartment features 1 bedroom, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a bidet. Towels and bed linen are provided. Olympic Tennis Centre is 5 km from the apartment, while Falcon Club is 6 km away. The nearest airport is Minsk National Airport, 53 km from Апартаменты в престижном районе. 
a339e605-ca9c-4b7d-bd5e-349d1ec8e462;Minsk Apartment on Prityckogo;37;IMG-a339e605-ca9c-4b7d-bd5e-349d1ec8e462.jpg;53.90674990,27.45916120;3;1;1;1;Situated in Minsk, 7 km from Olympic Tennis Centre, Minsk Apartment on Prityckogo features accommodation with a garden, free WiFi and a concierge service. Housed in a building dating from 2013, this apartment is 7 km from Falcon Club and 8 km from Palace of Republic. The apartment features 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a fully equipped kitchen, and a balcony with city views. For added convenience, the property can provide towels and bed linen for an extra charge. Dinamo Stadium is 8 km from the apartment, while Palova Arena is 8 km from the property. The nearest airport is Minsk National, 49 km from Minsk Apartment on Prityckogo, and the property offers a paid airport shuttle service. 
c777ce08-22f2-40d2-9575-a9b7bd8545a5;Molnar Apartments Kaliningradsky Pereulok;62;IMG-c777ce08-22f2-40d2-9575-a9b7bd8545a5.jpg;53.92676447,27.59794663;3;1;2;1;Molnar Apartment Kaliningradsky Pereulok is a self-catering accommodation located in Minsk, within a 15-minute walk of Akademiya Navuk Metro Station. The Botanical Garden is 1.5 km away. Free WiFi access is available. The classic-style apartment features a balcony, washing machine and TV with cable channels. The bathroom comes with a hairdryer and free toiletries. Guests can cook in the kitchen equipped with a microwave, stove, kettle and fridge. Minsk Train Station is within a 10-minute drive of Molnar Apartment Kaliningradsky Pereulok and Minsk National Airport is 40.5 km away. 
15b7551d-706d-45d7-bff9-41e8f0cc2fac;Swedish apartment at Romanovskaia 22;53;IMG-15b7551d-706d-45d7-bff9-41e8f0cc2fac.jpg;53.90434130,27.54423200;2;2;1;2;In the Tsentralny District district of Minsk, close to Palace of Republic, Swedish apartment at Romanovskaia 22 has free WiFi and a washing machine. The property features garden views and is 1.7 km from Dinamo Stadium and 1.8 km from Palova Arena. The apartment is fitted with 1 separate bedroom and includes a kitchen with a microwave, fridge and dining area. Minsk Sports Palace is 2.1 km from the apartment, while Olympic Tennis Centre is 3.9 km from the property. The nearest airport is Minsk National Airport, 42 km from Swedish Apartment. 
b1f67ee5-67c7-4b82-9a66-65a65c5c8bfa;GREEN URBAN APARTMENT;48;IMG-b1f67ee5-67c7-4b82-9a66-65a65c5c8bfa.jpg;53.87855700,27.49671400;5;2;4;1;GREEN URBAN APARTMENT is situated in the Moskovsky District district of Minsk, 6 km from Palace of Republic, 6 km from Palova Arena and 7 km from Minsk Sports Palace. It is located 6 km from Dinamo Stadium and provides free WiFi plus a 24-hour front desk. The apartment comes with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. Olympic Tennis Centre is 7 km from the apartment, while Falcon Club is 8 km away. The nearest airport is Minsk National, 45 km from GREEN URBAN APARTMENT, and the property offers a paid airport shuttle service. 
f8169e95-32ee-479a-9df2-c2e2dface130;Kvartira na Nemiga;36;IMG-f8169e95-32ee-479a-9df2-c2e2dface130.jpg;53.90475133,27.55082888;5;2;1;1;Located 300 m from Cathedral of Saint Virgin Mary, Vip-kvartira Nemiga offers accommodation in Minsk. The apartment is 400 m from Holy Spirit Cathedral . Free private parking is available on site. A microwave, a refrigerator and a stovetop can be found in the kitchen and there is a private bathroom with free toiletries and a hair dryer. Towels and bed linen are available in this self-catering accommodation. Standart apartmens on Nemiga features free WiFi throughout the property. Bike hire is available at the property and the area is popular for hiking. Palace of Republic is 600 m from Vip-kvartira Nemiga, while Belarusian Great Patriotic War Museum is 700 m from the property. The nearest airport is Minsk-2 Airport, 32 km from the property. 
6ff29f9f-61e5-4301-98dc-73d83a4314e3;Apartments Roomer 31/2;40;IMG-6ff29f9f-61e5-4301-98dc-73d83a4314e3.jpg;53.91295700,27.52536600;5;2;1;2;Offering garden views, Apartments Roomer 31/2 in Minsk offers accommodation, a restaurant, a shared lounge, a garden and a terrace. Complimentary WiFi is available throughout the property. The units come with parquet floors and feature a fully equipped kitchen with a microwave, a dining area, a flat-screen TV with satellite channels, and a private bathroom with shower and bathrobes. A fridge and stovetop are also featured, as well as a kettle. The apartment offers a children's playground. A car rental service is available at Apartments Roomer 31/2. Olympic Tennis Centre is 2.2 km from the accommodation, while Palace of Republic is 3.2 km away. The nearest airport is Minsk National, 38 km from Apartments Roomer 31/2, and the property offers a paid airport shuttle service. 
0ea7c0c4-ad9b-4b9e-9bbf-3a613a1a3635;SutkiMinsk Apartments;49;IMG-0ea7c0c4-ad9b-4b9e-9bbf-3a613a1a3635.jpg;53.90646187,27.57190704;5;1;2;2;Free WiFi and a 24-hour reception are offered at the centrally located SutkiMinsk.by Apartment.  Set in different locations around Minsk, the apartments are all located within a 5-minute walk of public transport. The apartments are brightly decorated and feature spacious rooms with a TV, washing machine, and fully equipped kitchen.  Bathrooms include a bathrobe, hairdryer, and free toiletries. Apartments are within a 3-minute walk of Oktyabrskaya Ploschad Metro Station, Ploschad Lenina Metro Station, and Ploschad Pobedy Metro Station. GYM shopping centre and Stolica shopping centre are within a 5-minute walk from the apartments.  The Belarusian National Arts Museum is 5 minutes' away by foot from the apartments. The Minsk National Airport is a 40-minute drive from the apartments.  SutkiMinsk.by Apartment offers an airport shuttle for an extra charge. 
5e639310-d238-4b59-a144-0f00b0f81905;Гостиница ДФиТ МВД РБ;47;IMG-5e639310-d238-4b59-a144-0f00b0f81905.jpg;53.89936300,27.55194900;4;2;4;1;Attractively located in the Moskovsky District district of Minsk, Гостиница ДФиТ МВД РБ is situated 700 m from Dinamo Stadium, 1.4 km from Palace of Republic and 2 km from Palova Arena. The property is around 2.3 km from Minsk Sports Palace, 5 km from Olympic Sports Complex and 5 km from Olympic Tennis Centre. Free WiFi and a 24-hour front desk are available. Complete with a private bathroom, all rooms at the hotel are fitted with a flat-screen TV, and some rooms have a seating area. The rooms will provide guests with a wardrobe and a kettle. Falcon Club is 6 km from Гостиница ДФиТ МВД РБ, while Minsk-Arena is 8 km from the property. The nearest airport is Minsk National Airport, 43 km from the accommodation. 
4de5edb9-d040-4c29-8ede-ac7ff9eca609;KISA - Nordy Homes;47;IMG-4de5edb9-d040-4c29-8ede-ac7ff9eca609.jpg;53.86968100,27.55264500;4;3;3;2;Located in Minsk, 2.9 km from Dinamo Stadium and 3.8 km from Palace of Republic, KISA - Nordy Homes offers free WiFi and air conditioning. It is situated 5 km from Palova Arena and provides room service. The apartment is equipped with 1 bedroom, a kitchen with a microwave and a fridge, a washing machine, and 1 bathroom with bathrobes and slippers. Towels and bed linen are provided in this accommodation. KISA - Nordy Homes offers a children's playground. A car rental service is available at the accommodation. Minsk Sports Palace is 5 km from KISA - Nordy Homes, while Chizhovka-Arena is 6 km away. The nearest airport is Minsk National, 31 km from the apartment, and the property offers a paid airport shuttle service. 
aaf8af62-31f7-4a8f-b783-073f87590892;FAB Apartments Arena Minsk;51;IMG-aaf8af62-31f7-4a8f-b783-073f87590892.jpg;53.93361300,27.47575400;6;3;4;1;Featuring city views, FAB Apartments Arena Minsk offers accommodation with a balcony and a kettle, around 3.4 km from Olympic Tennis Centre. It is located 1.3 km from Minsk-Arena and provides free WiFi plus a 24-hour front desk. This apartment includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a shower and a washing machine. A bicycle rental service is available at the apartment. Falcon Club is 5 km from FAB Apartments Arena Minsk, while Dinamo Stadium is 8 km away. The nearest airport is Minsk National, 49 km from the accommodation, and the property offers a paid airport shuttle service. 
297a034e-1602-47f8-8f46-8d851c13cc7b;2-Х КОМНАТНАЯ КВАРТИРА В ЦЕНТРЕ ПР-Т НЕЗАВИСИМОСТИ 23;47;IMG-297a034e-1602-47f8-8f46-8d851c13cc7b.jpg;53.90131263,27.55974364;3;2;4;2;In the Tsentralny District district of Minsk, close to Palace of Republic, 2-Х КОМНАТНАЯ КВАРТИРА В ЦЕНТРЕ ПР-Т НЕЗАВИСИМОСТИ 23 features free WiFi and a washing machine. The property is 3.7 km from Olympic Tennis Centre and 3.8 km from Olympic Sports Complex. The apartment is equipped with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. For added convenience, the property can provide towels and bed linen for an extra charge. Popular points of interest near the apartment include Dinamo Stadium, Palova Arena and Minsk Sports Palace. The nearest airport is Minsk National Airport, 31 km from 2-Х КОМНАТНАЯ КВАРТИРА В ЦЕНТРЕ ПР-Т НЕЗАВИСИМОСТИ 23. 
ff3c3700-c403-49e6-aa10-102251f034ad;Premium studio on Nemiga/ Centre;27;IMG-ff3c3700-c403-49e6-aa10-102251f034ad.jpg;53.90329200,27.54628700;6;2;4;1;In the Tsentralny District district of Minsk, close to Palova Arena, Premium studio on Nemiga/ Centre has a terrace and a washing machine. This apartment features free private parking, a 24-hour front desk and free WiFi. The apartment features 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a patio with river views. A car rental service is available at the apartment. Popular points of interest near Premium studio on Nemiga/ Centre include Minsk Sports Palace, Palace of Republic and Dinamo Stadium. The nearest airport is Minsk National Airport, 44 km from the accommodation. 
